user_id,trust_level,count
132605,0,1
133750,0,2
134169,0,1
134457,0,1
135256,0,1
135260,0,1
135408,0,1
138085,0,1
138822,0,1
141443,0,1
142454,0,1
143607,0,1
143906,0,1
144231,0,1
146378,0,1
146440,0,1
147061,1,1
147164,0,1
147924,0,1
150233,0,1
150333,0,1
142018,0,3
152830,0,1
156579,0,1
158614,0,1
121859,0,1
164167,0,1
165805,0,1
165896,0,1
168188,0,1
168629,0,1
174208,0,1
178436,0,1
182764,0,1
186136,0,1
196214,0,1
235305,0,1
285790,0,1
77082,0,1
250364,1,15
9459,0,1
120890,0,1
286923,0,1
521487,0,1
648710,0,1
119752,0,3
1607,1,6
14057,0,1
132066,1,1
615686,1,3
120980,0,1
9464,1,1
121057,0,1
103227,0,2
121118,1,1
9476,0,2
121008,0,1
82100,1,16
100431,1,2
63510,1,5
115350,1,5
131485,1,4
234419,1,10
232053,1,1
120327,1,2
119217,2,26
122253,1,8
122262,1,1
121184,0,1
95007,0,1
444496,0,1
483170,0,1
272801,2,20
444805,1,3
687147,1,2
9473,1,4
9138,1,1
9692,1,1
117862,0,1
121854,1,4
68945,1,7
205469,1,1
121348,1,5
117251,1,9
27887,2,12
121382,1,2
121390,0,2
14286,1,9
121432,1,3
121482,1,4
123207,0,6
268475,0,1
276360,0,1
280887,0,1
314931,0,1
6586,1,3
119976,1,1
6678,1,1
138002,1,4
121563,0,1
121607,0,1
54890,1,2
1951,2,11
213294,0,1
195031,2,14
270021,1,1
310005,2,11
16869,0,1
121688,0,2
241886,0,2
121733,1,2
176170,0,1
9407,1,5
121758,0,1
99677,1,9
107063,1,2
298941,1,4
9521,1,14
121784,1,8
194874,1,2
226874,0,1
475088,1,1
9523,1,2
9035,0,1
354653,1,1
121837,0,3
117950,1,1
9530,1,9
121921,0,1
121897,0,1
122009,0,1
8807,1,1
14241,0,3
86480,1,1
121996,0,1
227137,2,17
57803,1,4
122038,1,2
9547,1,4
122120,0,1
122151,0,2
151665,0,1
122208,0,3
122213,0,2
268789,1,3
324275,1,5
192108,2,26
444783,0,2
464091,1,8
195530,1,1
122252,0,1
139857,0,2
122271,0,2
16603,0,1
10885,1,12
122335,0,1
122330,0,1
268461,1,2
4350,2,27
122350,0,5
3381,2,9
118460,0,3
117798,1,5
158663,1,1
96415,0,1
8708,1,18
122443,0,2
118793,1,14
122477,1,2
17842,0,2
197600,0,1
235210,1,1
245504,0,1
231454,1,15
32933,2,6
263783,0,1
5939,1,1
9578,0,2
120198,1,14
122451,2,10
102028,1,2
122640,1,1
122712,0,1
122879,0,1
123278,1,2
47730,1,5
123687,0,1
131041,1,7
131452,2,7
40840,1,4
140380,1,2
60763,0,1
198353,0,1
15271,1,11
122795,0,1
5824,1,3
147809,2,11
203873,1,4
232376,2,62
122854,0,1
129166,0,1
121231,1,2
341081,1,10
37308,2,8
123002,0,1
123039,1,1
255573,0,6
123541,1,1
31270,1,3
124442,0,1
124689,1,7
51444,1,1
68242,1,2
1019,4,7
13568,1,4
14541,1,1
69098,1,2
38077,2,4
137276,1,3
150601,2,27
120500,2,14
157713,2,53
186245,2,38
155562,1,8
271004,1,4
250733,1,3
429885,2,16
123040,1,1
48174,1,1
210411,1,1
9141,4,7
6273,1,1
2509,2,4
557,1,1
105544,1,2
126633,0,1
123232,0,1
118226,1,1
123417,1,1
39257,0,1
123272,0,1
29753,1,13
34472,2,4
162449,0,1
123324,0,3
9638,1,47
7293,1,2
29131,0,1
325296,0,1
123344,0,1
402704,0,1
123378,1,2
124200,0,3
123407,0,1
124117,0,2
122030,1,2
139470,1,2
123443,0,2
41849,1,1
122332,2,26
125048,0,1
129771,0,1
132333,0,1
106534,0,1
130967,2,5
136475,0,1
136378,0,1
136895,0,1
187179,0,1
297005,0,1
330540,0,1
382598,1,5
123497,1,6
143397,2,124
152938,1,1
196572,2,19
9653,0,1
166732,1,4
8180,2,55
125559,1,4
126146,2,60
155250,1,1
187521,0,1
190947,1,6
354962,2,12
123550,0,1
123178,1,4
220867,0,2
123639,1,2
123663,0,1
123688,0,1
9213,1,7
8812,1,7
408,1,1
9752,2,10
8802,1,1
15760,0,2
128351,1,2
5357,1,2
123738,0,1
402793,1,7
256297,2,100
11599,0,2
155790,0,1
194350,1,4
152898,2,131
210211,1,1
9175,0,1
50542,1,37
136353,0,4
31146,0,2
374,4,3
11675,1,3
8101,1,4
55245,0,1
55505,1,1
123947,1,1
8954,1,3
7809,1,1
124040,2,29
124078,1,2
130091,0,2
257233,1,2
271948,0,1
111267,1,3
7969,1,1
124267,0,2
71028,1,3
670521,0,1
8479,2,36
494645,1,1
9701,1,4
11115,1,6
219996,0,1
194396,2,19
791,1,2
16863,1,4
9939,0,1
684522,0,2
124521,0,1
124540,0,1
5901,1,6
6664,2,16
14882,2,17
154250,1,1
1272,0,2
247590,1,1
297324,2,28
99,1,6
124715,0,1
124813,0,1
195090,1,1
195281,0,1
181423,1,5
174567,2,94
215107,0,1
238782,1,6
14870,1,1
124792,0,8
127238,2,11
142471,1,5
150220,2,13
152734,1,4
78718,0,1
124831,0,3
8306,0,1
268404,1,6
9130,1,1
3400,1,10
124946,1,1
124916,1,3
93422,1,2
276016,0,1
124952,0,1
9734,1,4
9143,4,9
124985,1,4
124984,1,1
94728,2,6
9738,1,14
12773,1,2
15346,1,2
15402,1,2
15255,1,5
15418,0,1
15406,1,4
15439,0,1
15444,0,1
18476,0,1
25504,0,2
22745,0,1
41467,0,2
36030,1,2
84387,0,1
103229,0,2
112457,0,1
113894,0,1
115399,0,1
121052,0,1
121769,0,1
121838,0,1
123032,0,1
123096,0,1
123301,1,2
123318,0,1
116639,1,1
148770,0,1
164881,0,1
164968,0,1
172068,0,1
179571,2,42
242883,0,1
330983,0,1
125165,0,1
125459,0,1
172456,0,1
220574,0,1
230521,1,20
125206,0,1
9757,0,1
125200,1,2
125331,0,1
9754,1,4
76141,1,5
75337,1,5
129906,1,2
130631,0,3
126973,1,4
132512,0,1
133398,0,1
133185,2,12
150880,1,2
153795,0,1
160565,0,1
164781,0,1
68373,1,2
194273,0,1
234603,0,1
241474,1,1
241889,0,1
251643,0,1
144867,2,14
251150,0,1
261573,0,1
263925,1,3
260958,1,6
268734,0,1
270706,0,1
271077,0,1
282191,0,1
289757,0,1
331128,0,1
324750,1,3
339930,0,1
346235,0,1
375079,0,1
125501,0,1
125552,0,1
131217,0,1
9756,1,5
125623,0,2
47586,2,13
126207,0,1
101692,1,1
117207,0,1
140657,0,2
147608,0,1
125706,1,1
166591,1,3
397735,0,2
125671,0,2
125833,0,3
126400,0,1
162608,0,3
165853,2,9
220698,0,1
222589,0,1
194734,1,5
214728,1,1
244416,1,6
250100,1,4
445130,0,3
447382,0,1
449854,0,1
453889,0,1
327591,2,10
475093,2,13
411671,1,6
517912,1,1
241691,1,2
280292,0,1
325705,0,1
341057,1,6
378559,1,3
378906,1,1
90303,2,67
364026,1,5
383853,1,3
331112,1,1
389082,1,14
144028,2,5
393525,2,10
366535,1,2
265907,1,2
414327,0,1
417869,0,3
422676,0,2
50766,0,1
82560,1,6
4962,1,4
41863,1,7
98122,1,1
104933,0,1
165209,1,1
125941,0,1
126035,0,1
114234,0,1
126112,0,2
126166,0,1
318278,0,1
9745,1,7
181247,0,2
246921,0,1
110241,0,1
126225,1,3
21498,2,7
202,1,1
10262,0,1
2188,2,3
32574,0,7
116390,1,1
126347,0,1
126393,0,1
126389,0,1
126447,0,3
125093,0,2
9665,2,37
5197,2,6
4541,2,5
126522,0,1
195122,1,1
126519,0,1
126570,0,1
528103,0,1
127850,0,2
466816,2,9
126667,0,1
126670,1,1
194323,0,1
268996,0,1
277789,0,1
75276,1,1
196612,2,23
9850,0,2
10407,2,152
68354,1,19
15686,1,5
126811,0,1
126898,0,1
153037,0,1
126952,0,3
9224,0,1
9873,0,1
127072,0,1
1288,1,2
87557,0,1
150529,1,1
1184,1,5
4701,1,10
15670,1,2
33442,1,1
106572,1,1
49580,2,10
155714,0,1
393808,0,2
127223,1,2
127280,0,1
257656,1,7
9891,1,2
127289,1,1
9896,1,1
127378,1,1
127390,0,2
200161,2,56
23784,1,5
14298,1,1
127469,0,1
127491,0,2
9913,0,1
9914,0,3
9918,4,7
215786,1,3
232713,0,1
139052,1,7
249137,0,1
411307,1,7
161164,1,7
617378,1,2
505819,1,1
127594,0,1
127677,0,1
127655,0,1
57802,1,2
212124,0,1
127606,0,1
1299,2,18
127462,2,24
11834,2,16
127865,0,1
251341,0,1
401694,0,1
277065,2,349
404124,0,1
477654,0,1
529112,0,1
127839,1,4
531943,1,7
128641,0,1
127922,0,2
1751,1,2
46986,0,1
127993,0,1
44095,1,4
122722,1,1
127197,1,2
491294,0,1
340787,1,2
9953,0,2
128167,0,1
128168,0,1
227898,0,1
286606,1,9
128192,1,1
10002,1,1
848,2,14
4269,2,16
14844,0,1
131291,2,6
128476,0,1
136731,1,2
150084,1,3
160702,1,1
136887,0,1
149635,1,4
271920,1,6
9981,0,1
128632,0,2
31654,2,20
1941,1,16
128687,0,1
167881,1,3
9993,0,1
128758,1,1
128771,0,1
248134,0,2
128798,1,1
128875,0,1
19187,1,4
129232,1,1
119807,1,4
86067,1,2
136669,0,1
137349,0,1
137653,0,2
138321,0,1
141617,0,1
140405,0,3
143532,0,1
144156,0,1
144601,0,1
144716,0,1
143533,0,2
145706,0,2
149169,0,1
150585,1,8
160888,0,1
161760,1,1
128961,0,1
10870,0,2
166663,0,1
123312,2,42
129014,0,2
129515,1,2
167640,0,1
169816,0,1
198877,0,1
221935,0,1
224452,0,1
236001,1,2
7142,1,1
130877,0,1
12880,1,1
112508,1,3
134403,0,2
131944,1,2
22857,1,9
65663,1,4
104242,1,3
153179,0,1
148148,0,1
157794,1,1
129066,0,4
124481,1,3
129216,0,1
159220,1,2
129288,2,11
164038,1,2
162658,1,4
155370,1,1
215652,0,1
198233,1,4
217349,0,1
277227,0,1
343086,1,3
392897,0,1
392980,0,1
305997,1,1
430694,0,1
430773,0,2
430971,0,2
129305,2,17
129308,0,1
7269,0,7
129602,0,1
135186,0,1
181726,0,1
196217,1,1
19971,1,1
129344,0,1
129384,1,3
671068,0,1
129401,2,19
11938,2,36
11799,2,21
11832,2,5
18688,1,4
271064,0,1
129503,1,4
129524,0,1
10039,1,1
129638,0,1
273807,0,1
71063,0,1
82135,0,1
129749,0,1
131325,0,1
134495,0,1
192200,0,1
197013,0,1
539423,0,1
622547,0,1
62750,1,8
130055,0,1
130077,0,1
130090,0,1
130097,0,1
20031,0,3
132133,0,1
132304,0,1
133299,0,1
133510,0,1
142485,0,1
142512,0,1
142537,0,1
142539,0,1
40371,0,2
142546,0,1
151993,0,1
152040,0,1
152064,0,1
130088,0,1
255189,0,1
255199,0,1
255202,0,1
255241,0,1
255240,0,1
255246,0,2
255251,0,1
255257,0,1
255311,0,1
255326,1,1
257268,0,1
258420,0,1
471336,0,1
477656,0,1
9147,1,11
208766,1,4
4429,1,3
6100,1,2
12910,2,16
29989,1,1
51073,0,1
111558,1,5
129979,1,13
147651,1,4
161436,2,8
372173,0,1
121995,0,1
129861,0,1
88416,0,1
134802,1,1
157181,2,6
129973,0,1
129986,0,1
669617,0,1
135012,0,1
63850,0,1
130037,0,3
225490,0,1
739941,0,2
9048,1,2
35683,0,1
129060,1,4
247859,0,1
270399,0,1
10056,1,7
6010,1,6
24458,1,1
130203,0,1
130233,0,1
129494,1,7
130241,0,1
166680,0,1
193827,0,1
226095,0,1
273393,1,1
292949,0,1
419130,0,1
2216,1,1
30604,2,6
249686,0,1
511200,1,26
670067,1,1
130301,0,1
130350,0,2
88904,1,13
82709,0,2
112325,1,4
3989,1,2
190029,0,1
204181,0,1
227233,0,1
236171,0,1
392781,0,1
444119,0,1
14902,2,11
192560,0,1
444312,0,1
130389,0,1
170424,1,5
170443,0,1
130496,0,1
130063,1,5
175197,1,1
130595,0,2
23593,0,1
130662,0,2
130591,0,1
220497,0,1
10122,0,6
14143,1,5
96221,0,1
285454,1,1
3507,1,3
10127,1,1
19749,0,2
21701,0,1
25235,0,1
27135,0,1
31088,0,1
34102,0,2
52110,0,1
97402,0,1
139141,0,1
180998,0,1
203091,0,1
234006,1,6
258153,0,1
134447,1,1
157595,1,6
189872,0,2
10133,0,1
130945,0,1
130892,0,1
130964,0,2
131374,0,2
269553,0,1
283254,0,1
534322,0,1
549360,1,2
689067,1,26
382659,1,13
10145,0,2
131383,2,5
29535,2,10
88564,1,1
131120,1,1
131051,1,2
130049,1,4
131197,0,2
131239,0,1
131270,1,1
109225,1,2
99224,1,5
258834,0,1
283454,0,2
667728,1,4
131172,1,2
131244,0,1
195660,0,1
131350,0,2
132651,0,1
126983,0,1
9815,1,1
10162,1,4
131445,0,1
131472,0,1
217368,1,2
131465,1,5
9884,1,3
5948,1,1
10099,0,3
12975,2,46
15266,0,3
18513,0,1
34731,0,2
37291,0,1
54792,1,1
60961,0,2
66601,0,1
70607,1,3
109725,0,1
110871,0,1
161326,0,1
164952,1,1
207821,0,1
210667,0,2
251942,0,1
253626,0,1
264921,1,1
395449,0,1
427406,1,1
443407,0,2
450928,0,1
6502,2,16
129517,1,4
237954,2,24
131574,1,1
131692,1,3
131824,0,3
131853,0,1
132010,0,1
132023,0,3
132072,0,2
132092,0,1
132106,0,1
132148,0,1
132366,0,1
132378,0,1
132442,0,1
132569,0,1
132570,0,1
132907,0,1
132976,0,1
133081,0,3
133161,0,1
133188,0,1
133200,0,1
133221,0,1
133271,0,1
133352,0,1
143414,0,1
143681,0,1
143939,0,1
144092,0,1
145268,0,1
145650,0,1
146209,0,1
146804,0,2
147277,0,1
148076,0,1
148381,0,4
148633,0,1
149009,0,1
149653,0,1
150207,0,1
150607,0,1
150891,0,1
151401,0,2
141493,0,2
152408,0,1
151411,0,1
152753,0,1
153512,0,1
154121,0,1
133374,0,2
154625,0,1
154929,0,2
155124,0,2
155342,0,1
155349,0,1
133423,0,1
155591,0,1
155852,0,1
156349,0,1
156874,0,1
157858,0,1
157908,0,1
158334,0,1
158447,0,1
159857,0,1
133160,0,1
160247,0,1
160254,0,1
160478,0,1
138575,0,1
137928,0,1
161562,0,1
161573,0,1
161794,0,3
161834,0,1
161849,0,2
162341,0,1
163394,0,1
163999,0,1
164127,0,1
164196,0,1
165012,0,1
165340,0,1
165442,0,1
165993,0,1
166623,0,2
166205,0,1
166730,0,1
170322,0,1
170792,0,1
171795,0,1
133493,0,1
171923,0,1
172631,0,1
174500,0,1
174632,0,2
176227,0,1
176642,0,1
176867,0,1
133499,0,1
133544,0,1
133726,0,2
133734,0,1
133793,0,1
133825,0,1
133860,0,1
133870,0,1
134194,0,1
134292,0,1
134395,0,1
134510,0,1
134514,0,1
134487,0,1
135014,0,1
135033,0,1
135093,0,1
133898,0,1
135234,0,1
135466,0,1
135701,0,1
135780,0,1
135814,0,1
136173,0,1
136541,0,1
136582,0,1
136645,0,1
136803,0,1
136851,0,1
137212,0,1
137824,0,1
138234,0,1
139157,0,1
139563,0,1
139661,0,1
139782,0,1
139809,0,1
139912,0,1
139956,0,1
140241,0,2
140409,0,1
140515,0,1
140701,0,1
142024,0,1
142210,0,1
143314,0,1
143376,0,2
131714,0,1
10198,0,1
121862,0,1
728812,0,1
10203,1,8
131624,0,1
131847,0,1
18,4,22
294717,0,2
133338,0,1
137197,0,1
19867,0,6
12347,1,19
58324,0,4
245960,1,1
251938,0,1
10216,1,3
132052,0,1
284374,2,6
132078,0,1
132172,0,1
10226,0,1
132187,1,5
10229,0,1
10801,2,6
562869,0,1
132259,0,1
3215,1,2
3058,2,16
2952,2,21
3351,1,1
1503,2,21
9799,1,2
10507,1,2
10482,1,1
56681,0,1
132409,0,1
132404,0,1
10247,1,5
9961,2,21
13788,0,1
30692,0,1
75522,1,3
10249,1,1
132481,0,2
10253,1,1
10232,1,2
309670,1,1
387274,0,1
499677,0,1
10580,1,1
4915,0,1
132705,1,2
282843,0,3
283456,0,1
292747,1,1
29262,1,1
150384,1,4
137378,0,1
132970,0,1
133042,0,1
133109,0,1
200188,0,1
133124,0,2
133465,0,1
173781,0,1
133181,0,2
133284,0,1
133252,0,1
133349,0,1
133351,0,3
133258,0,1
133647,0,1
133661,0,1
133684,0,1
133636,0,1
134080,0,3
134325,0,4
133481,0,1
135156,0,1
133678,0,1
133348,0,1
134579,0,1
163706,0,2
164903,0,1
166785,0,1
166963,0,2
169825,0,1
170476,0,1
175014,0,1
177572,0,1
178763,0,1
188950,0,1
189621,0,1
193166,0,1
194427,0,1
161019,1,1
198672,0,1
199598,0,2
134605,0,2
134696,0,1
135674,0,1
135906,0,1
135894,0,2
136079,0,1
136461,0,1
137663,0,1
138475,0,2
138696,0,1
140240,1,2
140433,0,5
140532,0,2
141239,0,1
144172,0,1
144815,0,1
145586,1,7
152877,0,1
154525,0,1
156102,0,1
133203,0,1
133222,0,4
6162,1,2
72,2,63
180320,1,3
184728,0,2
181987,1,3
198055,2,13
133257,0,4
133285,0,1
3417,1,11
136141,1,2
221102,2,41
133344,0,3
10820,1,2
133261,0,1
126258,1,2
10303,1,1
370061,0,3
133547,0,1
59568,1,12
133606,1,4
133699,0,1
134241,0,1
134706,0,1
135781,0,1
137704,0,1
139212,0,1
140691,0,1
140822,0,1
142646,1,1
143187,0,1
144192,0,1
144627,0,1
146105,0,1
146271,0,1
146332,0,1
146444,0,1
147253,1,6
149682,0,1
149957,0,1
150435,0,1
150747,0,1
152835,0,1
157525,0,1
162709,0,1
165919,0,1
171332,0,1
172863,0,2
173535,0,1
175477,0,1
175606,0,2
180123,0,1
182267,0,1
185901,0,2
187723,0,1
192915,0,1
194487,0,1
195941,0,1
197936,0,1
221878,0,1
223068,0,1
224159,0,1
229647,0,1
239363,0,1
261486,0,1
264261,0,1
358977,0,2
133768,0,3
133799,0,1
10372,4,1
120038,1,1
139947,1,3
142987,1,1
152028,1,1
153541,1,1
153158,1,6
157706,0,1
167632,0,2
166780,1,2
132600,1,20
175234,2,7
184691,1,5
3451,1,1
9726,2,11
185879,1,2
183545,1,5
177909,1,1
186591,1,1
168462,1,2
188624,1,2
162423,0,2
192579,0,1
193239,1,1
180041,0,1
195815,0,1
189448,1,5
221707,0,1
221735,0,1
221975,0,1
215124,1,5
223946,1,1
231960,1,1
133879,0,1
133874,0,1
138020,0,1
139398,0,1
140267,0,1
140785,0,1
138444,0,2
152126,0,1
161389,0,1
167112,0,1
167555,0,1
167867,0,1
169013,0,1
171415,0,1
173656,0,1
174675,0,1
175161,0,1
177994,0,1
133788,0,1
9541,1,4
133893,0,1
254625,0,1
137724,0,1
141115,0,1
72585,1,9
134101,1,3
134126,0,1
134097,0,1
134102,0,1
134100,0,1
134104,0,3
134109,0,5
134107,1,8
134113,0,1
134121,0,1
134123,0,1
134124,0,1
134122,0,1
134128,0,7
134130,0,1
134112,2,7
134132,0,1
134140,0,1
134147,0,1
134148,0,3
134152,0,1
134151,0,1
134156,0,1
134142,0,2
134161,0,4
134154,1,2
134173,0,2
134171,0,1
134172,1,2
134116,0,1
134187,0,1
11477,0,4
134115,0,1
10368,0,1
134091,0,1
9137,1,1
124295,1,7
78639,0,1
209137,1,1
10378,0,1
134297,0,6
12056,2,28
236285,0,1
135425,0,1
138882,2,14
140816,0,3
13234,1,2
476383,2,3
135700,0,1
135918,0,1
1175,1,4
27702,1,5
101079,0,1
109548,1,6
100358,1,5
30165,1,5
107077,1,2
149246,1,1
149241,0,1
150418,1,2
150576,2,9
127166,1,3
152692,0,1
187202,0,1
608499,1,1
597272,0,3
134435,1,1
193032,0,1
222274,0,1
220459,0,2
234161,0,1
240202,0,1
240813,1,1
258311,0,1
10400,1,7
31081,1,4
134634,0,1
134639,0,1
8847,1,2
756246,0,1
134729,0,1
14002,2,17
137974,0,1
180369,0,1
200559,0,2
214120,0,1
134717,1,1
134773,0,2
134743,1,2
58195,1,1
159832,1,2
134856,1,13
134884,0,5
134869,0,1
1848,0,1
135050,0,1
259977,1,3
704692,0,5
136070,0,3
135105,0,1
9875,1,1
43294,1,6
49492,0,1
10443,0,1
4983,1,3
24214,0,1
72728,0,1
99730,1,9
134774,1,1
135423,0,1
134636,1,1
143013,0,1
135444,1,3
275652,1,1
261394,1,7
536039,1,2
135489,0,1
10471,1,5
3867,2,3
9026,4,2
135560,1,2
135584,0,1
135586,0,2
33125,0,1
11926,1,3
119742,0,1
130267,0,1
130823,0,1
176448,1,3
183037,1,1
195582,1,2
223312,0,1
265357,1,2
270183,0,1
275912,1,2
286087,1,1
135750,0,1
79239,0,3
56282,1,2
135768,0,1
6593,1,2
135606,0,1
99241,0,1
9042,1,6
15947,1,7
135962,0,1
9810,1,1
136123,0,2
136109,1,1
136124,1,5
220179,1,3
289639,1,3
149297,1,2
294804,1,2
272654,1,1
337730,1,5
363211,1,1
311257,1,12
78656,1,2
453367,2,11
490889,0,1
461804,1,6
135640,1,17
10549,0,1
10595,0,1
10600,0,1
10649,0,1
677,0,1
10670,0,1
10678,0,1
11205,2,4
12916,1,3
12950,0,1
12996,0,2
13215,0,1
13342,0,1
13533,0,1
13699,0,1
12491,2,14
14356,0,1
14484,0,1
14607,0,2
14708,1,4
14753,1,2
14950,1,12
15096,0,1
15317,0,1
15426,0,1
16144,0,1
16825,0,1
22254,1,1
24360,0,1
30271,0,1
31523,0,1
33466,0,1
32051,1,18
42983,1,3
51309,0,1
68229,1,7
68999,1,1
72278,0,1
74157,0,1
74309,1,1
77975,0,1
83491,0,1
78115,0,1
85149,0,1
89408,0,2
91046,0,1
91138,0,1
98934,0,1
10714,0,1
105539,0,1
123968,0,1
128797,0,1
31938,1,3
133832,0,1
151402,0,1
161955,0,1
168789,1,2
175048,0,1
182075,0,1
10679,0,1
190073,1,1
212294,0,1
221289,0,1
221587,0,1
231445,0,1
331452,0,2
10732,1,1
10743,0,3
10759,0,1
10786,1,2
10794,0,2
10445,0,1
10881,1,1
10882,1,1
10823,1,3
10905,0,1
6725,1,1
6124,2,4
9045,2,6
10977,0,1
11103,1,1
11209,0,1
11289,0,1
11336,0,2
11339,0,2
11614,0,1
11809,0,1
11853,0,1
11909,0,1
12023,0,1
12157,0,2
2197,1,1
12309,0,1
12397,0,1
12444,0,1
12550,0,1
12534,2,20
12652,0,1
12686,0,3
12683,1,2
11443,1,6
12760,1,1
12771,0,1
12779,0,1
167433,1,4
171669,0,1
232081,0,1
196112,2,11
136184,0,1
136212,0,1
13898,0,2
7317,1,3
675065,1,1
620430,2,88
136266,0,1
134952,1,6
136299,1,7
146548,1,4
253265,1,9
438575,1,1
136319,0,1
123561,1,1
136386,0,1
136451,0,1
11133,1,4
136608,0,2
136632,1,3
229400,0,1
230991,0,2
19929,1,1
263702,1,13
136666,0,1
110995,1,1
136737,0,1
136761,0,1
10566,0,1
10567,0,5
136830,1,12
280575,1,1
136949,0,1
70267,1,1
131946,1,1
136787,1,1
9361,1,1
26897,0,2
137020,1,2
137038,0,1
137061,0,1
137081,0,1
137175,1,1
137195,1,2
147706,0,1
266790,0,4
302114,1,3
2002,2,8
9236,1,2
244452,0,1
56924,2,6
4409,1,10
1656,2,9
519275,0,1
543744,0,1
604079,0,1
14527,1,6
5474,1,2
138076,0,1
160816,0,1
156731,1,5
176424,2,5
71961,1,6
137465,1,4
137525,1,7
84255,1,6
254344,1,8
137575,0,1
170102,0,1
175475,0,1
175508,0,1
175501,0,2
175379,0,1
5381,1,1
169306,0,1
390288,0,2
92997,0,3
21013,1,2
85462,1,3
139796,0,1
200378,0,1
217890,1,1
137760,0,1
188054,0,1
145367,2,33
312049,0,1
567212,1,3
611743,1,1
704054,1,3
137929,0,1
138000,0,2
719425,0,1
9822,1,5
121847,0,1
542198,0,1
3817,1,3
138101,0,1
221684,0,3
10563,1,20
11571,2,13
10721,1,6
13326,2,7
138464,1,6
144465,0,1
150520,0,1
179938,0,1
186031,0,1
187089,0,1
189428,0,1
219169,0,1
284037,0,1
9266,0,3
694764,0,1
10273,1,3
112409,0,1
463167,1,1
1395,0,2
138591,0,2
157914,0,1
158058,0,1
104190,0,1
160006,0,1
160321,0,1
10707,1,7
164845,0,1
377530,1,3
138792,0,1
174603,0,1
134488,1,2
138890,0,1
136970,0,1
138949,1,2
29377,1,4
138960,0,3
10366,1,3
199861,0,1
81069,1,4
10741,1,34
281033,0,1
139161,0,3
632489,0,1
139190,0,1
143418,0,3
148516,0,2
149238,0,1
149571,0,1
150805,0,1
151446,0,1
152098,0,1
153028,0,3
153223,0,1
150626,0,1
156113,0,1
156827,0,1
157186,0,2
158173,0,1
160734,0,1
161983,0,1
164074,0,1
167335,0,1
167601,0,1
170133,0,1
171529,0,1
174987,0,1
180067,0,1
181982,0,1
182325,0,1
183185,0,1
183997,0,1
185976,0,1
187692,0,1
190270,0,1
192752,0,1
193953,0,1
196201,0,1
198122,0,1
198797,0,1
199879,1,1
201660,0,1
202705,0,1
203560,1,1
214033,0,1
214102,0,1
219458,0,2
220206,0,1
220224,0,1
220947,0,1
218655,1,7
221687,0,1
222052,0,3
224405,0,1
224565,0,1
241228,0,1
242070,0,1
246814,0,1
247272,0,1
253745,0,1
260614,0,1
264462,0,1
267227,0,1
268417,0,1
278221,1,5
280833,0,2
443388,0,1
286070,1,9
139199,1,3
148763,1,4
139251,0,1
139249,1,2
142090,0,1
146926,0,1
149317,0,1
151444,0,1
154152,0,1
154455,0,1
139332,0,1
10769,0,1
139495,0,1
250387,1,5
76960,0,2
1400,0,2
10784,1,3
14693,0,2
52141,1,1
140662,1,1
140927,1,1
41053,1,8
139395,1,1
57452,1,1
141648,0,1
142073,1,2
142241,0,1
142363,0,1
142394,0,1
139589,0,1
139606,0,3
141772,0,2
141972,0,2
153955,0,1
141674,0,1
195322,0,1
218735,0,1
252155,0,1
267080,0,1
281228,0,1
284241,0,1
292053,0,1
331858,0,1
336931,0,1
396416,0,1
17728,1,9
10793,0,3
139672,0,2
10770,2,5
47768,1,1
221647,0,1
1966,1,1
170570,2,12
270985,1,1
144762,1,3
150530,0,1
151732,1,13
343489,1,3
416825,1,4
153412,1,5
167500,0,1
169787,0,4
234124,0,8
139756,0,4
133507,1,15
83,1,7
10573,1,3
28,4,4
10749,1,2
2845,1,1
22099,0,1
139937,0,1
11230,0,1
1644,1,15
11362,1,1
10204,2,4
77798,1,3
150926,0,2
382360,0,1
393787,0,1
10815,0,1
10818,0,2
140160,0,1
213492,2,43
140838,1,6
131011,1,1
15735,1,14
140332,0,1
140340,0,1
42061,1,1
140929,1,3
10644,1,3
11661,0,1
29453,1,7
74434,2,22
24899,1,3
285646,0,1
328318,1,1
353350,1,3
437480,1,5
486291,1,3
490491,1,5
543383,1,1
622380,1,1
668551,0,1
143749,0,2
178648,1,2
140656,0,2
140652,0,2
140687,0,2
140766,0,1
140694,1,3
140795,0,1
67333,1,2
137107,2,9
140966,1,2
372877,0,1
141018,0,2
141540,0,1
10844,1,4
11376,1,14
14775,1,6
141158,0,2
141242,0,1
142261,0,1
105209,0,1
119233,0,1
147329,1,1
131516,1,2
106628,0,1
123598,1,5
155111,1,2
139740,0,1
126285,0,1
174928,0,4
251413,0,1
141279,0,1
158211,0,1
141292,0,1
141340,0,1
140643,0,2
141364,0,1
141397,1,2
141468,0,1
145296,0,5
141586,0,1
170390,0,1
141417,0,3
10906,1,3
141478,1,2
157558,0,2
10915,0,1
103247,2,10
141507,0,1
141532,0,1
141269,1,3
141632,0,2
141656,0,2
75637,1,8
342879,0,1
163364,1,7
9385,1,1
726810,0,1
141857,0,1
103024,2,13
123725,0,1
137335,1,1
149809,1,1
628333,1,9
138187,1,7
141954,1,4
105982,0,1
142903,0,1
733,1,4
143154,1,2
143410,0,3
143519,0,1
143652,0,1
143745,1,3
144466,0,1
145088,0,3
145152,0,3
84097,0,1
145195,0,1
22504,2,10
145248,0,1
